"Location","Supply Source","Item #","Name","Qty. On Hand","Par Level","Min Level","Reorder Qty","Custom #"," Bin #"," Price"," GL #"," Pack Count"," Custom 1"," Custom 2"," Custom 3"," Ext. Price"
"Manteca Warehouse","Antonina's Bakery","TJGINGERMUFFIN","Trader Joes Triple Ginger Muffin 12pk Item#74636 (60/pallet)","1322","0","0","0","FINISHED GOODS","","39.58","","1","","","","52324.76"
"Manteca Warehouse","Antonina's Bakery","1551713","Hair/Beard Net","0","0","0","0","SUPPLIES","","153.85","","1","","","","0.00"
"Manteca Warehouse","LANDSBERG","1551713","Hairnet/Beard Net","1","0","0","0","SUPPLIES","","153.85","","1","","","","153.85"
"Manteca Dry Mix","BAYCO","M BYCOAPFLOUR50","All purpose flour 50lb/bg item#1060","557","0","0","0","INGREDIENT","","19.90","","1","","","","11084.30"
"Manteca Dry Mix","BAYCO","M BYCOGRANSG5126","Sugar Granulated Cane 50lb/bg item#5125","788","0","0","0","INGREDIENT","","38.55","","1","","","","30377.40"
"Manteca Dry Mix","INTERNATIONAL FOOD PRODUCTS","M IFPCNGMOCS50","Corn Starch NGMO Melojel Item#201289 (50lb/bag)","49","0","0","0","INGREDIENT","","39.60","","1","","","","1940.40"
"Manteca Bakery","BAYCO","M 260518","Vital Wheat Gluten/ 50lb Bag","3","0","0","0","INGREDIENT","","108.00","","1","","","","324.00"
"Manteca Dry Mix","BAYCO","M BYCOBKPWDR","Baking Powder 50lb/bg item#9301","16","0","0","0","INGREDIENT","","96.00","","1","","","","1536.00"
"Manteca Dry Mix","BAYCO","M BYCOBKSD9317","Baking Soda 50lb/bg item#9316","3","0","0","0","INGREDIENT","","26.90","","1","","","","80.70"
"Manteca Dry Mix","DAWN FOODS INC","M 2404684","Morton Salt","11","0","0","0","INGREDIENT","","14.28","","1","","","","157.08"
"Manteca Dry Mix","International Bakers Services","M IBSNBAVDA08","Natural Butter and Vanilla (Dry) DA08 50#","15","0","0","0","INGREDIENT","","175.55","","1","","","","2633.25"
"Manteca Warehouse","Amazon","8","Multipurpose Copy Printer Paper","0","0","0","0","SUPPLIES","","39.99","","1","","","","0.00"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P090","Large4CellBox(12pk)-New_25pc/bn Item#904320090-001","0","0","0","0","PACKAGING","","0.00","","1","","","","0.00"
"Manteca Bakery","Antonina's Bakery","ENZYMEDRYMIX","Enzyme Dry Mix (50lb/bag)","0","0","0","0","INGREDIENT","","42.50","","1","","","","0.00"
"Sumner Vault","Uline","P091","PlasticPallets Item#H-1023","0","0","0","0","SUPPLIES","","54.00","","1","","","","0.00"
"Sumner Vault","Amazon","P092","PlasticOversleevesProtectors 100pc/pk ","0","0","0","0","SUPPLIES","","15.95","","1","","","","0.00"
"Sumner Vault","OLIVE NATION","I073","LemonOil_OiliveNation_1Gal/jg Item#OCY15","0","0","0","0","INGREDIENT","","416.99","","1","","","","0.00"
"Sumner Vault","OLIVE NATION","I074","LemonExtract_OliveNation_1Gal/jg Item#BDAO128-B","0","0","0","0","INGREDIENT","","107.09","","1","","","","0.00"
"Manteca Bakery","DAWN FOODS INC","288035","Unbleached All Purpose Flour ","0","0","0","0","INGREDIENT ","","29.58","","1","","","","0.00"
"Manteca Warehouse","Amazon","9","Medium Freezer Jacket ","0","0","0","0","SUPPLIES","","40.37","","1","","","","0.00"
"Manteca Warehouse","Amazon","10","SCALE","0","0","0","0","SUPPLIES","","40.29","","1","","","","0.00"
"Sumner Vault","GRIP B","P094","StickerSeals","8","0","0","0","PACKAGING","","0.00","","1","","","","0.00"
"Manteca Warehouse","Amazon","11","OVEN THERMOMETER","0","0","0","0","","","40.29","","1","","","","0.00"
"Sumner Vault","Antonina's Bakery","ANTYELLOWDRYMIX","Yellow Dry Mix (50lb/bag)","13","0","0","0","INGREDIENT","","42.50","","1","","","","552.50"
"Sumner Vault","Antonina's Bakery","ANTVCDRYMIX","VC Dry Mix (50lb/bag)","1","0","0","0","INGREDIENT","","42.50","","1","","","","42.50"
"Manteca Warehouse","Uline","s-10489X","Rain Suit","0","0","0","0","SUPPLIES","","19.00","","1","","","","0.00"
"Manteca Warehouse","BAYCO","1061","All Purpose Flour","230","0","0","0","INGREDIENT","","20.60","","1","","","","4738.00"
"Manteca Warehouse","BAYCO","9302","Baking Powder","9","0","0","0","INGREDIENT","","96.00","","1","","","","864.00"
"Manteca Warehouse","BAYCO","5125","Brown Sugar","64","0","0","0","INGREDIENT","","39.90","","1","","","","2553.60"
"Manteca Warehouse","BAYCO","5126","Granulated Sugar","187","0","0","0","INGREDIENT","","38.55","","1","","","","7208.85"
"Manteca Warehouse","BAYCO","9301","Vital Wheat Gluten","17","0","0","0","INGREDIENT","","108.00","","1","","","","1836.00"
"Manteca Bakery","GREAT LITTLE BOX COMPANY","904320047-001","Antoninas Labels","0","0","0","0","PACKAGING","","457.08","","1","","","","0.00"
"Manteca Dry Mix","DAWN FOODS INC","288035","Unbleached All Purpose Flour ","135","0","0","0","INGREDIENT ","","29.58","","1","","","","3993.30"
"Sumner Vault","Amazon","P095","PaperShredder_Amazon","0","0","0","0","SUPPLIES","","133.94","","1","","","","0.00"
"Sumner Vault","LANDSBERG","P096","Large4Cell_Panoramic_225pc/cs_24pp Item#1552338","0","0","0","0","PACKAGING","","74.25","","1","","","","0.00"
"Sumner Vault","LANDSBERG","P097","CakePads_Black Item#1553382","129","0","0","0","PACKAGING","","37.74","","1","","","","4868.46"
"Sumner Vault","MEDOSWEET","I075","CageFreeLiquidEgg_30lb/cs Item#1144","68","0","0","0","INGREDIENT","","68.10","","1","","","","4630.80"
"Sumner Vault","CREDIT CARD WILL CALLS","I076","Salt_Morton_50lb/bg Item#024600015127","0","0","0","0","INGREDIENT","","11.35","","1","","","","0.00"
"Sumner Vault","INDIA TREE","I077","RainbowSugar_IndiaTree_30lb/bx Item#90260","3","0","0","0","INGREDIENT","","191.75","","1","","","","575.25"
"Transit","PINN PACK","M 07D-375-W-X Ring cake lid","07D-375-W-X Ring cake lid 540/cs","0","0","0","0","PACKAGING","","66.36","","1","","","","0.00"
"Transit","PINN PACK","M 07BR-538-X","Ring Cake Base 675/cs","0","0","0","0","PACKAGING","","76.79","","1","","","","0.00"
"Sumner Vault","Uline","P098","NumbersKit_Uline Item#S-6008","0","0","0","0","SUPPLIES","","89.00","","1","","","","0.00"
"Sumner Vault","Uline","P099","2""TapeDispenser_Uline Item#H-567","0","0","0","0","SUPPLIES","","14.00","","1","","","","0.00"
"Sumner Vault","Uline","P100","BundleWrap_Uline Item#S-5056","0","0","0","0","PACKAGING","","5.50","","1","","","","0.00"
"Transit","MEDOSWEET","I016","EggsLiquid_Willamette_40lb/cs Item#1159","45","0","0","0","","","0.00","","1","","","","0.00"
"Sumner Vault","Uline","P101","RingCakeBoxes_Uline _14x14x12 Item#S-20463","175","0","0","0","PACKAGING","","1.49","","1","","","","260.75"
"Sumner Vault","CHEF'STORE","I078","MilkPowder_DariGold_ 50lb/bg","0","0","0","0","INGREDIENT","","144.75","","1","","","","0.00"
"Sumner Vault","COSTCO","P102","CopyPaper_Costco Item#2779","4","0","0","0","SUPPLIES","","42.82","","1","","","","171.28"
"Sumner Vault","PINN PACK","M 07D-375-W-X Ring cake lid","07D-375-W-X Ring cake lid 540/cs","42","0","0","0","PACKAGING","","66.36","","1","","","","2787.12"
"Sumner Vault","PINN PACK","M 07BR-538-X","Ring Cake Base 675/cs","32","0","0","0","PACKAGING","","76.79","","1","","","","2457.28"
"Sumner Vault","Uline","P103","WhiteRoundCakePads _Uline_250PC/CS Item#S-13257","0","0","0","0","PACKAGING","","51.00","","1","","","","0.00"
"Sumner Machinery part","Unifiller","00501-00","Kit Valve Inner","1","0","0","0","PART","27","61.54","","1","Universal 1000I","","","61.54"
"Sumner Machinery part","Unifiller","142010-00","Belt drive","1","0","0","0","PART","93","30.00","","1","Cake Station","","","30.00"
"Sumner Machinery part","Amazon","Gy6.35","Light Blub","30","0","0","0","PART","216","1.30","","1","LBC Oven","","","39.00"
"Sumner Machinery part","Westmark","ElA100447","Support Blow Air-Assist","2","0","0","0","PART","217","86.00","","1","Evolabel machine","","","172.00"
"Sumner Machinery part","Unifiller","12520","Conveyor Switch","1","0","0","0","PART","221","30.00","","1","Converyor","","","30.00"
"Sumner Machinery part","Tonelli Parts USA","1254","Key With screw for safety sleeve","3","0","0","0","PART","212","90.00","","1","Big Mixer","","","270.00"
"Sumner Machinery part","Tonelli Parts USA","P09-00041","Safty Sleeves","2","0","0","0","PART","213","554.00","","1","Big Mixer","","","1108.00"
"Sumner Machinery part","Home Depot","2565","Locking plug 4P","4","0","0","0","PART","219","15.00","","1","Male plug","","","60.00"
"Sumner Vault","Antonina's Bakery","CELEBRATIONDRYMIX","Celebration Dry Mix (50lb/bag)","22","0","0","0","INGREDIENT","","42.50","","1","","","","935.00"
"Sumner Vault","Antonina's Bakery","SIMPLETRUTHCELEBRATION","Simple Truth Celebration Cake Item#81527 (54/pallet)","0","0","0","0","FINISHED GOODS","","50.16","","1","","","","0.00"
"Sumner Vault","Antonina's Bakery","SIMPLETRUTHCHOCOLATE","Simple Truth Double Chocolate Cake Item#81534 (54/pallet)","0","0","0","0","FINISHED GOODS","","45.24","","1","","","","0.00"
"Manteca Warehouse","MEDOSWEET","I016","EggsLiquid_Willamette_40lb/cs Item#1159","209","0","0","0","INGREDIENT","","78.80","","1","","","","16469.20"
"Sumner Machinery part","Unifiller","01659-00","Air fitting Mechanical valve","3","0","0","0","PART","53","58.86","","1","Hoper Toper","","","176.58"
"Sumner Machinery part","Unifiller","00989-00K","Power Switch","1","0","0","0","PART","54","198.31","","1","Hoper Toper","","","198.31"
"Sumner Machinery part","DMC Compressor INC ","1235","Oil Filter","6","0","0","0","PART","Box 11","36.33","","1","Big Compressor","","","217.98"
"Sumner Machinery part","DMC Compressor INC ","1236","Oil - Water separator","7","0","0","0","PART","Box 12","36.33","","1","Big Compressor","","","254.31"
"Sumner Machinery part","DMC Compressor INC ","1237","Air Fiter","9","0","0","0","PART","Box 13","36.33","","1","Big Compressor","","","326.97"
"Sumner Machinery part","Webstaurant Store","190HCM140FB","Flat Beater","4","0","0","0","PART","224","120.00","","1","Hobart Mixers","","","480.00"
"Sumner Machinery part","Unifiller","17258-00","Idler 3.5x402sl","1","0","0","0","PART","0","200.00","","1","Multi Station conveyor","","","200.00"
"Sumner Machinery part","Unifiller","1254","90 Degree Conveyor belt","1","0","0","0","PART","Rack 2 top","1050.00","","1","Converyor","","","1050.00"
"Sumner Machinery part","Trane Supply","20x25x2","20x25x2 AC Unit Filter","8","0","0","0","PART","0","4.56","","1","AC Uint","","","36.48"
"Sumner Machinery part","Trane Supply","16x20x2","16x20x2 AC Unit Filter","12","0","0","0","PART","0","3.44","","1","AC Uint","","","41.28"
"Sumner Machinery part","Apex Motion","A68186-00","Pneumatic Cylinder Double Acting","1","0","0","0","PART","0","496.30","","1","Robot Palletizer arm","","","496.30"
"Sumner Machinery part","Amazon","B010mCZ7GD1","Hose Reel W/Double Arm","3","0","0","0","PART","","150.00","","1","Hose Reel","","","450.00"
"Sumner Vault","DAWN FOODS INC","P104","WhiteRoundCakePads_Dawn_100PC/CS Item#2326107","0","0","0","0","PACKAGING","","23.55","","1","","","","0.00"
"Sumner Vault","CREDIT CARD WILL CALLS","I105","WhiteCakePads_Webstaurant_500/cs Item#2456CCC","12","0","0","0","PACKAGING","","30.57","","1","","","","366.84"
"Sumner Machinery part","Bestpack","2807007","HANDLE, ADJ 4020-80-M10-20","0","0","0","0","PART","0","16.49","","1","BestPack machine","","","0.00"
"Sumner Machinery part","Bestpack","055018RF","BRACKET, BAR STOPPER","0","0","0","0","PART","0","24.89","","1","BestPack machine","","","0.00"
"Sumner Machinery part","Bestpack","CV751000","BRACKET, STOPPER MOUNT","0","0","0","0","PART","0","52.69","","1","BestPack machine","","","0.00"
"Sumner Machinery part","Bestpack","12B00373A","ROD, BOX STOPPER","0","0","0","0","PART","0","8.99","","1","BestPack machine","","","0.00"
"Sumner Machinery part","Bestpack","055018RU","WHEEL, CARTON STOPPER M30X10X2","0","0","0","0","PART","0","7.99","","1","BestPack machine","","","0.00"
"Sumner Machinery part","Bestpack","CV752000","BLOCK, NYLON STOPPER","0","0","0","0","PART","0","50.59","","1","BestPack machine","","","0.00"
"Sumner Machinery part","Bestpack","2706001","RING, RETAINING M10","0","0","0","0","PART","0","0.49","","1","BestPack machine","","","0.00"
"Sumner Machinery part","Bestpack","P310005","Cup, Suction 3""","3","0","0","0","PART","131","48.09","","1","BestPack machine","","","144.27"
"Sumner Vault","BAKE MARK","I079","BrownRiceFlour_BakeMark_50lb/bg_50pp Item#12819","4","0","0","0","INGREDIENT","","35.29","","1","","","","141.16"
"Sumner Vault","BAKE MARK","I080","WhiteRiceFlour_BakeMark_50lb/bg_50pp Item#12369","6","0","0","0","INGREDIENT","","31.65","","1","","","","189.90"
"Sumner Vault","CHEF'STORE","P105","WhiteRoundCakePads_ChefStore_100PC/CS Item#2243719","10","0","0","0","PACKAGING","","16.25","","1","","","","162.50"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P042","BubbleWrap_17.25x8.75_1028/bundle","0","0","0","0","PACKAGING","","156.30","","1","","","","0.00"
"Transit","INTERNATIONAL FOOD PRODUCTS","I054","SunflowerLecithin_ NavadaImports_44lb/cs Item#203018","0","0","0","0","INGREDIENT","","687.80","","1","","","","0.00"
"Sumner Vault","Amazon","P106","BallBearings_10pc","0","0","0","0","SUPPLIES","","16.99","","1","","","","0.00"
"Sumner Vault","Amazon","P107","WhiteCakePads_Amazon_6in 100pc/pk","60","0","0","0","PACKAGING","","27.99","","1","","","","1679.40"
"Sumner Vault","Amazon","P093","Consistometer","0","0","0","0","SUPPLIES","","275.00","","1","","","","0.00"
"Sumner Vault","Amazon","P108","BankerBoxes_Amazon_30pc/cs","0","0","0","0","SUPPLIES","","64.99","","1","","","","0.00"
"Manteca Bakery","BAYCO","5125","Brown Sugar","0","0","0","0","INGREDIENT","","39.90","","1","","","","0.00"
"Manteca Dry Mix","BAYCO","1061","All Purpose Flour","197","0","0","0","INGREDIENT","","19.90","","1","","","","3920.30"
"Manteca Dry Mix","BAYCO","5126","Granulated Sugar","248","0","0","0","INGREDIENT","","38.55","","1","","","","9560.40"
"Manteca Dry Mix","BAYCO","M 260518","Vital Wheat Gluten/ 50lb Bag","15","0","0","0","INGREDIENT","","108.00","","1","","","","1620.00"
"Manteca Dry Mix","BAYCO","M BYCOSALT50","Salt Morton Pure Sun","8","0","0","0","INGREDIENT","","11.90","","1","","","","95.20"
"Manteca Dry Mix","INTERNATIONAL FOOD PRODUCTS","I054","SunflowerLecithin_ NavadaImports_44lb/cs Item#203018","7","0","0","0","INGREDIENT","","687.80","","1","","","","4814.60"
"Sumner Vault","Amazon","P109","EAIOilSeal 38x58x10mm","0","0","0","0","SUPPLIES","","10.65","","1","","","","0.00"
"Sumner Machinery part","Hinds-Bock","09172211","Conn F 4-Pin Euro DC 4M","3","0","0","0","PART","59","56.00","","1","Hinds-Bock Depositor","","","168.00"
"Sumner Machinery part","Hinds-Bock","09190977","Pin Clevis 1/2""L SS","3","0","0","0","PART","60","11.00","","1","Hinds-Bock Depositor","","","33.00"
"Sumner Machinery part","Hinds-Bock","09190637","Pin Cotter Hairpin","6","0","0","0","PART","61","1.60","","1","Hinds-Bock Depositor","","","9.60"
"Sumner Machinery part","Hinds-Bock","09174473","Encoder ETH Motion","1","0","0","0","PART","Top Rack","2401.00","","1","Hinds-Bock Depositor","","","2401.00"
"Sumner Vault","UNIVAR SOLUTIONS","I081","Lipopan_44.092lbs/box Item#16180654","0","0","0","0","INGREDIENT","","11970.10","","1","","","","0.00"
"Sumner Vault","Amazon","P110","Hygiena_UltraSnap_ 100pc/pk","0","0","0","0","SUPPLIES","","247.99","","1","","","","0.00"
"Sumner Vault","Uline","P111","UlineTrashBags_55gal","10","0","0","0","SUPPLIES","","45.00","","1","","","","450.00"
"Sumner Vault","Uline","P112","MagneticTapeStrips Item#S-20009","0","0","0","0","SUPPLIES","","59.00","","1","","","","0.00"
"Sumner Vault","Uline","P113","BubbleWrap_16x275 Item#S-8278P","28","0","0","0","PACKAGING","","42.00","","1","","","","1176.00"
"Manteca Bakery","BAYCO","1061","All Purpose Flour","0","0","0","0","INGREDIENT","","19.90","","1","","","","0.00"
"Sumner Vault","MEDOSWEET","I082","Buttermilk_Medosweet_2.5ga","58","0","0","0","INGREDIENT","","2.73","","1","","","","158.34"
"Sumner Machinery part","LBC Bakery Equipment","30200-56-1","Rotation Motor","1","0","0","0","PART","Top Rack 5","249.17","","1","LBC Ovens","","","249.17"
"Sumner Machinery part","LBC Bakery Equipment","50800-103","Complete door Handle","0","0","0","0","PART","Top Rack 5","162.26","","1","LBC Ovens","","","0.00"
"Sumner Machinery part","LBC Bakery Equipment","31600-13","Light Bulb 120 V","2","0","0","0","PART","On the Pallet","3.49","","1","LBC Ovens","","","6.98"
"Sumner Machinery part","Amazon","38x58x10","Bearings","8","0","0","0","PART","222","1.00","","1","Hobart Mixer","","","8.00"
"Manteca Dry Mix","BAYCO","9302","Baking Powder","1","0","0","0","INGREDIENT","","96.00","","1","","","","96.00"
"Sumner Vault","Amazon","P114","SeatCovers_Amazon_250/pk","0","0","0","0","SUPPLIES","","42.00","","1","","","","0.00"
"Manteca Dry Mix","BAYCO","9301","Vital Wheat Gluten","3","0","0","0","INGREDIENT","","108.00","","1","","","","324.00"
"Sumner Vault","HYGIENA","P115","AllerSnaps_Hygenia_100pc/pk Item#ALS-100","0","0","0","0","SUPPLIES","","255.51","","1","","","","0.00"
"Sumner Vault","Uline","P116","Weight_Uline_1lbCertified","0","0","0","0","SUPPLIES","","134.00","","1","","","","0.00"
"Sumner Vault","Amazon","P117","NotePads_Amazon_12pc/pk","0","0","0","0","SUPPLIES","","10.37","","1","","","","0.00"
"Manteca Bakery","MEDOSWEET","I016","EggsLiquid_Willamette_40lb/cs Item#1159","0","0","0","0","INGREDIENT","","78.80","","1","","","","0.00"
"Sumner Machinery part","Hinds-Bock","9155118","CLEVIS 5/8""-18 THRD PLTD","2","0","0","0","PART","75","69.65","","1","Hinds-Bock Depositor","","","139.30"
"Sumner Vault","SA MILLIGAN","I083","XanthanGum_SAMilligan_50lbs","0","0","0","0","INGREDIENT","","450.00","","1","","","","0.00"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P118","Small4Cell(8PK)_GLBC_25/bundle Item#904320030-001","0","0","0","0","PACKAGING","","20.50","","1","","","","0.00"
"Sumner Vault","GREAT LITTLE BOX COMPANY","P119","Small12Cell(8PK)_GLBC_25/BD Item#904320032-001","0","0","0","0","PACKAGING","","22.25","","1","","","","0.00"
"Sumner Vault","Antonina's Bakery","DBLCHOCDRYMIX","Double Chocolate Dry Mix (50lb/bag)","0","0","0","0","INGREDIENT","","42.50","","1","","","","0.00"
"Sumner Vault","Antonina's Bakery","ENZYMEDRYMIX","Enzyme Dry Mix (50lb/bag)","249","0","0","0","INGREDIENT","","0.85","","1","","","","211.65"
"Manteca Warehouse","MAVERICK OIL","I028","CanolaOil_Gemsa _35lb/jg_60pp","148","0","0","0","INGREDIENT","","47.25","","1","","","","6993.00"
"Manteca Warehouse","LANDSBERG","1476720","Pallet Covers","11","0","0","0","SUPPLIES","","132.50","","1","","","","1457.50"
"Manteca Warehouse","LANDSBERG","1506354","Beard Nets","10","0","0","0","SUPPLIES","","42.86","","1","","","","428.60"
"Manteca Warehouse","LANDSBERG","626836","Tape Gun Tape","1","0","0","0","SUPPLIES","","64.03","","1","","","","64.03"
"Manteca Warehouse","LANDSBERG","LAN1337094","Hairnets-Blue","1","0","0","0","SUPPLIES","","26.60","","1","","","","26.60"
"Manteca Warehouse","LANDSBERG","LAN372461","Machine Packaging Tape 2.1MIL","2","0","0","0","SUPPLIES","","120.99","","1","","","","241.98"
"Manteca Warehouse","LANDSBERG","LAN385550","Hairnets-White","3","0","0","0","SUPPLIES","","69.61","","1","","","","208.83"
"Manteca Warehouse","LANDSBERG","LAN626851","Shrink Wrap","2","0","0","0","SUPPLIES","","72.71","","1","","","","145.42"
"Manteca Warehouse","Uline","S-10478-S2","Disposable Face Mask","0","0","0","0","SUPPLIES","","7.00","","1","","","","0.00"
"Manteca Warehouse","Uline","S-22328","Tork Soft Mini Jumbo Bath Tissue","2","0","0","0","SUPPLIES","","119.00","","1","","","","238.00"
"Manteca Warehouse","Uline","S-24022BLU","Metal Detectable Bouffant Caps-Blue","11","0","0","0","SUPPLIES","","14.00","","1","","","","154.00"
"Manteca Warehouse","Uline","S-2613","10x10 Reclosable Bags","5","0","0","0","SUPPLIES","","153.00","","1","","","","765.00"
"Manteca Warehouse","Uline","S-3124","13x15??? 4 Mil Reclosable Bags","1","0","0","0","SUPPLIES","","119.00","","1","","","","119.00"
"Manteca Warehouse","Uline","S-7024G","Hairnet- Green","1","0","0","0","SUPPLIES","","8.00","","1","","","","8.00"
"Manteca Warehouse","Uline","S-7024R","Hairnets- Red","1","0","0","0","SUPPLIES","","5.00","","1","","","","5.00"
"Manteca Warehouse","Uline","S-7276","Toilet Seat Covers","0","0","0","0","SUPPLIES","","3.90","","1","","","","0.00"
"Manteca Warehouse","Uline","S-7978W","Monarch 1136 White Labels","10","0","0","0","SUPPLIES","","35.00","","1","","","","350.00"
"Manteca Warehouse","Uline","S-24023BL","Disposable Face Mask","0","0","0","0","SUPPLIES","","6.00","","1","","","","0.00"
"Manteca Warehouse","Uline","S-6799","Industrial Thermal Transfer Ribbons","6","0","0","0","PACKAGING","","17.00","","1","","","","102.00"
"Manteca Bakery","LANDSBERG","1479387","Large Gloves","0","0","0","0","SUPPLIES","","167.00","","1","","","","0.00"
"Sumner Vault","Antonina's Bakery","TJGINGERMUFFIN","Trader Joes Triple Ginger Muffin 12pk Item#74636 (60/pallet)","2206","0","0","0","FINISHED GOODS","","39.58","","1","","","","87313.48"
"Manteca Bakery","Challenge Dairy Products, Inc.","M CDDBTM","Buttermilk Powder 50lb item#6073","0","0","0","0","INGREDIENT","","115.93","","1","","","","0.00"
"Manteca Bakery","LANDSBERG","M 1462987","43x48 56gal 14MIC Natural HDPE Can liner 200/case","0","0","0","0","SUPPLIES","","43.50","","1","","","","0.00"
"Sumner Vault","INTERNATIONAL FOOD PRODUCTS","I067","CornStarch_Melojel_50lb/bg 50pp Item#201289","84","0","0","0","INGREDIENT","","39.60","","1","","","","3326.40"
"Sumner Vault","FOOD GUYS","I068","GFOats_HarvestOats _50lb/bg","51","0","0","0","INGREDIENT","","71.00","","1","","","","3621.00"
"Manteca Warehouse","Amazon","1","Wypall Wipes x60","4","0","0","0","SUPPLIES","","73.22","","1","","","","292.88"
"Manteca Bakery","Par Way Tryson Company","M PWTCNONGMOOILSPRY55GL","Oil Spray NON GMO Vegalene 55gl Drum","0","0","0","0","INGREDIENT","","1010.84","","1","","","","0.00"
"Manteca Warehouse","GREAT LITTLE BOX COMPANY","904320047-001","Antoninas Labels","2","0","0","0","PACKAGING","","457.08","","1","","","","914.16"
"Sumner Vault","CREDIT CARD WILL CALLS","I069","PotatoStarch_RestaurantDepot 50lb/bg","0","0","0","0","INGREDIENT","","51.90","","1","","","","0.00"
"Manteca Warehouse","Uline","H-2478","Step Stool","0","0","0","0","SUPPLIES","","19.00","","1","","","","0.00"
"Manteca Warehouse","Uline","S-10480G","Bouffant Caps- Green","3","0","0","0","SUPPLIES","","7.00","","1","","","","21.00"
"Manteca Warehouse","Uline","H-8809","File Sorter","0","0","0","0","SUPPLIES","","25.00","","1","","","","0.00"
"Manteca Bakery","MAVERICK OIL","I028","CanolaOil_Gemsa _35lb/jg_60pp","0","0","0","0","INGREDIENT","","47.25","","1","","","","0.00"
"Manteca Bakery","DAWN FOODS INC","M 1088261","U.S. Extra Grade Buttermilk Powder","0","0","0","0","INGREDIENT","","149.13","","1","","","","0.00"
"Manteca Bakery","LANDSBERG","M 166746","14x14x12","0","0","0","0","PACKAGING","","35.50","","1","","","","0.00"
"Sumner Vault","BAKE MARK","I070","GranulatedSugar_Roger_50lb/bg","445","0","0","0","INGREDIENT","","28.50","","1","","","","12682.50"
"Manteca Warehouse","Amazon","2","Stainless Steel Scoop","0","0","0","0","SUPPLIES","","28.81","","1","","","","0.00"
"Manteca Warehouse","Amazon","3","Floor Scrubber","0","0","0","0","SUPPLIES","","18.98","","1","","","","0.00"
"Manteca Warehouse","Amazon","4","Chair Leg Protector ","0","0","0","0","SUPPLIES","","10.99","","1","","","","0.00"
"Manteca Warehouse","Amazon","5","Machine Oil Spray","0","0","0","0","SUPPLIES","","14.60","","1","","","","0.00"
"Manteca Warehouse","Amazon","6","Stainless Steel Scoop","0","0","0","0","SUPPLIES","","27.56","","1","","","","0.00"
"Manteca Warehouse","Amazon","7","Work Gloves","0","0","0","0","SUPPLIES","","18.90","","1","","","","0.00"
"Manteca Warehouse","B&B Supply","1","XL Pro 26EA Labels ","0","0","0","0","SUPPLIES","","32.95","","1","","","","0.00"
